100,0.003178,0.003178,0.003178,0.003178,0.022933
5100,0.000062,0.000062,0.000062,0.000062,0.001437
10100,0.000032,0.000032,0.000032,0.000032,0.000221
15100,0.000021,0.000021,0.000021,0.000021,0.000485
20100,0.000016,0.000016,0.000016,0.000016,0.000111
25100,0.000013,0.000013,0.000013,0.000013,0.000292
30100,0.000011,0.000011,0.000011,0.000011,0.000074
35100,0.000009,0.000009,0.000009,0.000009,0.000209
40100,0.000008,0.000008,0.000008,0.000008,0.000056
45100,0.000007,0.000007,0.000007,0.000007,0.000162
50100,0.000006,0.000006,0.000006,0.000006,0.000044
55100,0.000006,0.000006,0.000006,0.000006,0.000133
60100,0.000005,0.000005,0.000005,0.000005,0.000037
65100,0.000005,0.000005,0.000005,0.000005,0.000112
70100,0.000005,0.000005,0.000005,0.000005,0.000032
75100,0.000004,0.000004,0.000004,0.000004,0.000097
80100,0.000004,0.000004,0.000004,0.000004,0.000028
85100,0.000004,0.000004,0.000004,0.000004,0.000086
90100,0.000004,0.000004,0.000004,0.000004,0.000025
95100,0.000003,0.000003,0.000003,0.000003,0.000077
100100,0.000003,0.000003,0.000003,0.000003,0.000022
105100,0.000003,0.000003,0.000003,0.000003,0.000070
110100,0.000003,0.000003,0.000003,0.000003,0.000020
115100,0.000003,0.000003,0.000003,0.000003,0.000064
120100,0.000003,0.000003,0.000003,0.000003,0.000019
125100,0.000003,0.000003,0.000003,0.000003,0.000059
130100,0.000002,0.000002,0.000002,0.000002,0.000017
135100,0.000002,0.000002,0.000002,0.000002,0.000054
140100,0.000002,0.000002,0.000002,0.000002,0.000016
145100,0.000002,0.000002,0.000002,0.000002,0.000050
150100,0.000002,0.000002,0.000002,0.000002,0.000015
155100,0.000002,0.000002,0.000002,0.000002,0.000047
160100,0.000002,0.000002,0.000002,0.000002,0.000014
165100,0.000002,0.000002,0.000002,0.000002,0.000044
170100,0.000002,0.000002,0.000002,0.000002,0.000013
